threads,repeat,histogram,bin,bin_label,content,exact_error,approx_error,rowwise_error,error_difference,relative_difference_pct,rowwise_relative_difference_pct
16,2,selected_nMuon,1,0.0,1697.5555555555618,30.6847772609735,30.681960759530725,13.733800783126778,-0.0028165014427763424,-0.009178823163102923,-55.242299247209644
16,2,selected_nMuon,2,1.0,10569.11111111102,83.3796908096103,83.37080638943543,34.268727420381055,-0.008884420174865681,-0.010655376733348376,-58.900390385674996
16,2,selected_nMuon,3,2.0,34096.11111111144,171.9736916428875,171.95897443543873,61.550441022989965,-0.014717207448768477,-0.008557824925525814,-64.20938549670568
16,2,selected_nMuon,4,3.0,4233.111111111163,34.52928619213358,34.52749843455423,21.687454415221794,-0.0017877575793505684,-0.005177510966780652,-37.19113017701883
16,2,selected_nMuon,5,4.0,352.55555555555463,7.78174501995251,7.78174501995251,6.258820935781194,0.0,0.0,-19.570470122916085
16,2,selected_nMuon,6,overflow,23.44444444444445,1.9404721329525532,1.9404721329525532,1.6139821162593277,0.0,0.0,-16.82528757557832
32,1,nMuon,0,underflow,0.0,0.0,0.0,0.0,0.0,,
32,1,nMuon,1,0.0,10149.666666666664,99.12562175789314,99.11104882907861,33.5818513596366,-0.014572928814530428,-0.014701475315959112,-66.12192613363096
32,1,nMuon,2,1.0,27232.33333333347,158.30323300629993,158.28381291875277,55.0074069086577,-0.019420087547160847,-0.012267650621122783,-65.25187397374974
32,1,nMuon,3,2.0,36635.55555555575,177.91224081579819,177.89051980652826,63.80138935752514,-0.021721009269924707,-0.012208833507088013,-64.13884223762768
32,1,nMuon,4,3.0,4460.555555555608,35.62787783481278,35.62614520576456,22.26246356427343,-0.0017326290482202467,-0.004863127285470448,-37.51392191392245
32,1,nMuon,5,4.0,362.77777777777715,7.909207011803121,7.907645932736933,6.348908723182966,-0.0015610790661879648,-0.01973749155709248,-19.72761980172829
32,1,nMuon,6,overflow,24.111111111111114,1.9594657876164885,1.9594657876164885,1.6367688736284705,0.0,0.0,-16.468616907088208
32,1,nGenJet,0,underflow,0.0,0.0,0.0,0.0,0.0,,
32,1,nGenJet,1,0.0,407.0,20.174241001832016,20.161998235281793,6.724747000610681,-0.012242766550222939,-0.06068514076496001,-66.66666666666661
32,1,nGenJet,2,1.0,669.0,25.865034312755125,25.865034312755125,8.621678104251725,0.0,0.0,-66.6666666666666
32,1,nGenJet,3,2.0,21490.0,146.59467930317254,146.5791826628988,48.864893101057916,-0.015496640273738649,-0.010571079624033253,-66.66666666666639
32,1,nGenJet,4,3.0,18480.0,135.94116374373144,135.92445250992722,45.31372124791113,-0.016711233804215908,-0.012292990102480417,-66.66666666666619
32,1,nGenJet,5,4.0,14582.0,120.75595223424807,120.73979776955112,40.25198407808359,-0.01615446469695314,-0.013377779229972742,-66.66666666666592
32,1,nGenJet,6,overflow,23237.0,152.43687217992897,152.41451763262313,50.81229072664284,-0.02235454730583797,-0.014664790077467682,-66.66666666666676
32,1,selected_nMuon,0,underflow,0.0,0.0,0.0,0.0,0.0,,
32,1,selected_nMuon,1,0.0,1697.5555555555575,30.68477726097347,30.682363132708765,13.733800783126936,-0.0024141282647036633,-0.007867511125048132,-55.24229924720909
32,1,selected_nMuon,2,1.0,10569.11111111111,83.3796908096103,83.36666000266555,34.26872742038045,-0.013030806944740903,-0.015628274485324223,-58.90039038567571
32,1,selected_nMuon,3,2.0,34096.11111111137,171.97369164289003,171.9537333696275,61.55044102297975,-0.019958273262517423,-0.011605422359584061,-64.20938549671213
32,1,selected_nMuon,4,3.0,4233.111111111163,34.5292861921336,34.527498434554246,21.687454415222,-0.0017877575793505684,-0.005177510966780652,-37.19113017701826
32,1,selected_nMuon,5,4.0,352.5555555555549,7.781745019952508,7.781745019952507,6.25882093578119,-8.881784197001252e-16,-1.1102230246251565e-14,-19.570470122916106
32,1,selected_nMuon,6,overflow,23.44444444444445,1.9404721329525532,1.9404721329525532,1.6139821162593277,0.0,0.0,-16.82528757557832
32,2,nMuon,0,underflow,0.0,0.0,0.0,0.0,0.0,,
32,2,nMuon,1,0.0,10149.666666666668,99.12562175789313,99.11291727302944,33.58185135963656,-0.012704484863689913,-0.0128165499881705,-66.12192613363102
32,2,nMuon,2,1.0,27232.333333333474,158.30323300629988,158.28849267581077,55.00740690865802,-0.01474033048910428,-0.009311452589544356,-65.25187397374953
32,2,nMuon,3,2.0,36635.55555555576,177.91224081579813,177.88885418835048,63.80138935752525,-0.023386627447649744,-0.013145035631279,-64.1388422376276
32,2,nMuon,4,3.0,4460.555555555608,35.627877834812764,35.62614520576456,22.262463564273435,-0.0017326290482060358,-0.004863127285437141,-37.51392191392241
32,2,nMuon,5,4.0,362.7777777777771,7.9092070118031215,7.9076459327369335,6.348908723182965,-0.0015610790661879648,-0.01973749155709248,-19.727619801728313
32,2,nMuon,6,overflow,24.111111111111114,1.9594657876164885,1.9594657876164885,1.6367688736284707,0.0,0.0,-16.468616907088197
32,2,nGenJet,0,underflow,0.0,0.0,0.0,0.0,0.0,,
32,2,nGenJet,1,0.0,407.0,20.174241001832016,20.174241001832016,6.724747000610681,0.0,0.0,-66.66666666666661
32,2,nGenJet,2,1.0,669.0,25.865034312755125,25.865034312755125,8.621678104251723,0.0,0.0,-66.6666666666666
32,2,nGenJet,3,2.0,21490.0,146.59467930317254,146.58103560829417,48.8648931010578,-0.013643694878368251,-0.009307087367171896,-66.66666666666647
32,2,nGenJet,4,3.0,18480.0,135.94116374373144,135.92554243562816,45.31372124791109,-0.015621308103277443,-0.011491227287652173,-66.66666666666622
32,2,nGenJet,5,4.0,14582.0,120.75595223424807,120.74306973441121,40.25198407808348,-0.012882499836862848,-0.010668211047581977,-66.666666666666
32,2,nGenJet,6,overflow,23237.0,152.43687217992897,152.41111556624784,50.81229072664286,-0.025756613681124918,-0.01689657712913295,-66.66666666666676
32,2,selected_nMuon,0,underflow,0.0,0.0,0.0,0.0,0.0,,
32,2,selected_nMuon,1,0.0,1697.5555555555577,30.684777260973465,30.681960759530693,13.733800783126933,-0.0028165014427727897,-0.00917882316309182,-55.24229924720909
32,2,selected_nMuon,2,1.0,10569.11111111111,83.3796908096103,83.36695617998829,34.26872742038046,-0.012734629622002558,-0.015273059300591196,-58.90039038567571
32,2,selected_nMuon,3,2.0,34096.11111111138,171.97369164288997,171.95272821546214,61.55044102297993,-0.020963427427830084,-0.012189903715831285,-64.20938549671203
32,2,selected_nMuon,4,3.0,4233.111111111163,34.52928619213359,34.52749843455424,21.687454415222,-0.0017877575793505684,-0.005177510966780652,-37.19113017701825
32,2,selected_nMuon,5,4.0,352.5555555555549,7.781745019952508,7.781745019952507,6.258820935781191,-8.881784197001252e-16,-1.1102230246251565e-14,-19.570470122916095
32,2,selected_nMuon,6,overflow,23.444444444444446,1.9404721329525532,1.9404721329525532,1.6139821162593277,0.0,0.0,-16.82528757557832
